Kingdom	Phylum	Class	Order	Family	Genus	Species	OTU	DR1014-E	DR1014-SAH	DR1018-E	DR1018-SAH	DR1019-E	DR1019-SAH	DR1025-E	DR1025-SAH	DR1027-E	DR1027-H	DR1027-SAH	DR1030-E	DR1030-SAH	DR1035-E	DR1035-H	DR1035-SAH	DR1041-E	DR1041-H	DR1041-SAH	DR1042-E	DR1042-H	DR1042-SAH	DR1043-E	DR1043-H	DR1043-SAH	DR1044-E	DR1044-SAH	DR1045-E	DR1045-H	DR1045-SAH	DR1046-E	DR1046-H	DR1046-SAH	DR1047-E	DR1047-H	DR1047-SAH	DR1048-E	DR1048-H	DR1048-SAH	DR1049-E	DR1049-H	DR1049-SAH	E-1	E-10	E-2	E-3	E-4	E-5	E-6	E-7	E-8	E-9	H-1	H-10	H-2	H-3	H-4	H-5	H-6	H-7	H-8	H-9	SAH-1	SAH-10	SAH-2	SAH-3	SAH-4	SAH-5	SAH-6	SAH-7	SAH-8	SAH-9	Shared
ASV_1886	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Silvimonas	Silvimonas_sp.	ASV_1886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.595459620394492	0	0	0.0794302930703917	0	0	0	0	0	0	0.00757759456838021	0	0	0.00512117991985353	0	0.00632199168025895	0	0	0	0	0	0	0	0.00973141300116777	0	0	0	0	0.0024438823515036	0.053598975083013	0.00643562763458506	0.0067273624254384	0	0.00832342449464923	0.0103862382343395	0	0.00433670150483542	0	0.00604368374611693	0.0412558273856182	0.0172494903559668	0.0197340457829862	0.0313337743271942	Non-core
ASV_2627	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Silvimonas		ASV_2627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00439357659102392	0.00312524415969998	0	0.0424011145435823	0	0.0359433753594338	0	0.021888101291398	0.0775338047388661	0	0	0.104081073678444	0	0	0	0	0.0083795605758434	0.00834184897082438	0	0	0	0	0	0	0.0295179715249968	0	0	0	0	0	0	0.0301673803036201	0	0.0028929883605435	0.00677812923633077	0	0	0	0.00321781381729253	0	0	0.0190249702734839	0	0	0.0115645373462278	0	0.00604368374611693	0	0.0188176258428728	0	0	Non-core
ASV_1166	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae			ASV_1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00886485528123753	0.0708979377947659	0	0	0.129610509435206	0	0	0.0363438124659277	0	0.0525326255253263	0	0	0.0217094653268825	0	0.182586778335682	0.117775951794029	0	0	0.0656221802969404	0	0.0402218907640483	0	0	0.0218397833493492	0.106638229805385	0	0	0.0113795850244661	0	0	0	0	0.00207309741484752	0	0	0	0	0	0	0	0	0.032682301879886	0.0321781381729253	0.0930618468852312	0	0	0	0.00223403779991957	0	0	0	0.0412558273856182	0.101928806648894	0.0409860950877406	0.0278522438463949	Soil associated
ASV_1301	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae			ASV_1301	0	0.173280616976619	0	0.00524095280521999	0	0.0144608977325312	0	0.0108764220921886	0.0179233954080261	0.0125667609173735	0.0430200043020004	0.00669590545381499	0.0630789150426613	0.0242306760358614	0.0188802306820912	0.0551861151734224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00517631090073561	0	0	0	0.126356377089114	0.00521925208117677	0	0	0	0.00677812923633077	0	0	0	0	0.039242947481724	0	0	0.00389483933787731	0	0.00433670150483542	0.00577453890306859	0.0145048409906806	0	0.00627254194762427	0.116886271176149	0.00522229572119904	Soil associated
ASV_4559	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae			ASV_4559	0	0.0341680089813052	0	0.0262047640260999	0	0.00578435909301249	0	0.0130517065106263	0	0	0.0107550010755001	0	0	0	0.0085819230373142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_1517	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae			ASV_1517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0502341799270127	0.110970685243981	0	0	0.0131807297730718	0.00625048831939995	0.0508487250429971	0.0908595311648192	0	0.0387082503870825	0	0	0.0279121697059918	0	0.0476313334788735	0.0520405368392221	0	0	0.0601536652721953	0	0	0.0229400846697671	0	0	0.0859030184543381	0	0	0.00505759334420716	0	0	0.00747057128525843	0	0.00518274353711881	0	0.00260962604058838	0.00389256520046711	0	0.03857317814058	0.0406687754179846	0	0.006109705878759	0	0	0	0.00588275665977077	0.0118906064209275	0.00649139889646219	0.0413296992985121	0.0144556716827847	0	0.0169223144891274	0	0.067429825936961	0	0.0104445914423981	Soil associated
ASV_4647	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae			ASV_4647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0295495176041251	0.0708979377947659	0	0	0	0	0.0269199132580573	0.0121146041553092	0	0	0	0	0	0	0	0.0219118049849356	0	0	0	0	0	0.0166836979416488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4398	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter		ASV_4398	0	0.0512520134719578	0	0	0	0	0	0.00870113767375084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096141917876194	0	0	0.0109559024924678	0	0	0	0	0	0	0	0	0.0385082496519447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_5254	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae			ASV_5254	0	0	0	0	0	0.0375983341045812	0	0.015226990929064	0	0	0.00537750053775005	0	0.0431592576607682	0.0161537840239076	0.0137310768597027	0.0165558345520267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_2866	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter		ASV_2866	0	0.0390491531214917	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0275930575867112	0	0	0	0	0	0.0395421893192153	0	0	0	0	0	0	0	0.052722987222429	0	0	0	0.0105739915055602	0	0.0300768326360977	0	0	0	0	0.00873591333973967	0.103676056755236	0	0	0	0	0	0	0	0	0	0.00869875346862795	0	0	0.0028929883605435	0	0	0.0036658235272554	0.0235312573535179	0	0	0	0.00832342449464923	0.00908795845504706	0.00223403779991957	0	0	0	0.0343798561546818	0	0	0.043519131009992	Non-core
ASV_5554	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter		ASV_5554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00322695149891897	0.0197710946596077	0	0.0239288117849398	0.0151432551941365	0	0.0055297500552975	0	0	0	0	0	0.0520405368392221	0	0	0.0136712875618626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_735	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter		ASV_735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00385215431730195	0.0871710769321691	0.083228013932986	0	0.00484042724837846	0.107642626480086	0.0265645753574498	0.104688551559112	0.169604458174329	0	0.174187126741871	0	0.00505110029801492	0.0279121697059918	0	0.0277849445293429	0.1615995617639	0.0123363234231535	0.0231078246649365	0.0546851502474503	0	0	0.0417092448541219	0.00454655674102813	0	0.0236973844011967	0.0691359289180227	0.00200906759173068	0.0252879667210358	0	0	0	0	0	0	0.00434937673431397	0.0379525107045543	0	0.0646100733854714	0	0	0.0024438823515036	0.0235312573535179	0	0	0.0215701077524928	0.0689655172413793	0.00778967867575463	0.10388275769626	0	0	0	0.0233783021851837	0	0.00455401056530451	0.10792744490478	Rhizhomorph_Soil associated
ASV_5303	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae			ASV_5303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202044011920597	0.0310135218955465	0	0	0	0	0	0.0382796051732152	0	0	0	0	0.0349436533589587	0.050356941852543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_1585	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_1585	0	0	0	0	0	0	0	0.406778186247852	0	0	0.0268875026887503	0	0.00995982869094652	0.00605766900896535	0.00343276921492568	0.0193151403106978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0256058995992677	0	0	0	0	0	0	0.00414619482969505	0	0.00173975069372559	0.035033086804204	0	0.00964329453514499	0.00451875282422051	0	0	0.00522916830078176	0.0128712552691701	0	0	0.0487514863258026	0	0.0201063401992762	0	0	0.00362621024767016	0.0110015539694982	0.0188176258428728	0.00607201408707268	0.0539637224523901	Non-core
ASV_2326	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae			ASV_2326	0	0.0122028603504661	0	0	0	0	0	0.00652585325531313	0	0	0	0	0	0	0	0.0110372230346845	0	0	0.0123300761382202	0	0	0.0637068605698469	0.0250019532775998	0	0.0272578593494458	0	0.0304136253041363	0	0	0.0279121697059918	0	0	0.0438236099698713	0.0317219745166805	0	0.0382796051732152	0	0	0.00625638672811829	0	0.0196558050144143	0.0148108652507479	0.0307270795191212	0	0	0	0	0	0	0	0.00260528612554874	0	0.0126508369015181	0	0.0163936007097465	0	0	0	0.0248385494287134	0.00321781381729253	0	0.00196091888659026	0.0190249702734839	0	0.0189893212993164	0	0	0	0.0178775252004346	0.00313627097381214	0.00303600704353634	0	Soil associated
ASV_6196	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae			ASV_6196	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0383652370567805	0.0137310768597027	0.0745012554841202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_3787	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax		ASV_3787	0	0.0488114414018646	0	0	0	0	0	0.00652585325531313	0	0	0	0	0	0.0100961150149422	0.00686553842985136	0.0275930575867112	0	0	0	0	0	0	0	0	0.0666303228542007	0	0	0	0.00673480039735322	0.0217094653268825	0	0	0	0.0088116595879668	0	0	0	0	0	0	0.0131038700096095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_745	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax		ASV_745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00659036488653588	0.0140635987186499	0.104688551559112	0	0	0.0248838752488388	0.0106313234225774	0.0589295034768407	0.0930405656866394	0	0.521960029372656	0.128731854286497	0.0088116595879668	0.00533257492267766	0	0	0	0	0	0.0196558050144143	0.0829408454041885	0	0	0	0	0	0	0	0	0	0	0.108018684312962	0	0.168757654365037	0	0	0	0.0235312573535179	0	0	0.00196091888659026	0.0570749108204518	0	0.0547339260980296	0	0	0	0.0247534964313709	0.00313627097381214	0	0.0731121400967866	Non-core
ASV_4659	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax		ASV_4659	0.118603118822754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4783	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae			ASV_4783	0	0	0	0	0	0	0	0	0.112917391070564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0473947688023934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_682	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae			ASV_682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0246601522764403	0	0	0.00659036488653588	0.0640675052738495	0.0553353772526733	0.311951056999213	0	0.0967706259677063	0	0.00673480039735322	0.052722987222429	0	0.281818723083335	0.210901122980005	0	0.0142201997938071	0.0109370300494901	0	0	0	0.00303103782735209	0.0131038700096095	0.0177730383008975	0.0076817698797803	0	0	0.0354215658299962	0	0.00426889787729053	0	0	0	0	0.0194628260023355	0	0.028929883605435	0.128784455490285	0.102986611740474	0.012219411757518	0.00392187622558632	0	0	0.00588275665977077	0.0344827586206897	0.00908795845504706	0.0491488315982306	0.0982985674429362	0.0866180835460289	0.0108786307430105	0.00962635972331092	0.0125450838952485	0	0	Rhizhomorph_Soil associated
ASV_2663	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax		ASV_2663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182826783342449	0	0	0	0	0	0	0.0217094653268825	0.00582988398530869	0	0.0136948781155848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00973141300116777	0	0.00578597672108699	0.00903750564844103	0.00905376806509659	0	0	0	0	0	0.00832342449464923	0.00908795845504706	0.0201063401992762	0	0.0127039855867509	0.0290096819813613	0	0.0109769484083425	0	0.0121853566827978	Non-core
ASV_3957	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Caenimonas		ASV_3957	0	0.246497779079416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4808	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax		ASV_4808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109031437397783	0	0.0635921256359212	0	0	0	0	0.0198463889495306	0.0273897562311695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_2413	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax		ASV_2413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0165558345520267	0	0	0	0.0204220558202859	0	0.00439357659102392	0.203140870380498	0	0.0242292083106184	0	0	0	0	0.0310135218955465	0	0	0.0109559024924678	0	0.00711009989690355	0	0	0	0	0	0	0	0.00896206485974368	0	0	0	0	0	0	0	0	0	0.0136239782016349	0.00336431304932924	0.001928658907029	0.00451875282422051	0.00339516302441122	0	0.00522916830078176	0.00429041842305671	0	0.00294137832988538	0.00713436385255648	0.0181759169100941	0.00670211339975872	0.0057822686731139	0.00577453890306859	0.00725242049534032	0.00962635972331092	0.0109769484083425	0.00910802113060902	0.0330745395675939	Soil associated
ASV_4503	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax		ASV_4503	0	0	0.0502302218501465	0.01310238201305	0	0	0	0	0	0	0	0	0	0.0444229060657459	0.0205966152895541	0.068982643966778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4111	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax		ASV_4111	0	0.00732171621027969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0171888428783499	0.00897330441935243	0.0212005572717911	0	0.0138243751382438	0	0	0.052722987222429	0	0.0297695834242959	0.0246507806080526	0	0	0	0	0	0	0.00454655674102813	0.00655193500480475	0.0414704227020943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4842	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae			ASV_4842	0	0.0292868648411188	0	0	0	0	0	0.0391551195318788	0	0	0.00806625080662508	0	0.00663988579396434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_5699	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae			ASV_5699	0	0.00488114414018646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069658973893028	0	0.0359433753594338	0	0	0.0372162262746558	0	0	0.0164338537387017	0	0	0	0	0	0	0	0.00655193500480475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_830	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter		ASV_830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.573519400953029	0	0	0.00625048831939995	0	0	0	0	0.0159469851338661	0.121226407152358	0.0930405656866394	0	0	0	0	0	0	0	0	0	0.0272793404461688	0.00873591333973967	0.0148108652507479	0.0256058995992677	0	0.00758639001631074	0	0	0	0	0	0	0	0.061307901907357	0	0.00867896508163049	0	0	0.006109705878759	0.141187544121108	0	0	0	0.0344827586206897	0	0.0536169071980698	0	0	0	0.162272921050098	0	0	0.0226299481251958	Non-core
ASV_3091	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_3091	0	0.0219651486308391	0	0	0.0236315836114968	0.034706154558075	0	0.0174022753475017	0	0	0.0268875026887503	0	0.0265595431758574	0.00605766900896535	0	0.0193151403106978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4682	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_4682	0	0	0	0	0	0.011568718186025	0	0.0108764220921886	0	0.0455545083254791	0.00806625080662508	0	0.00995982869094652	0	0.0137310768597027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0248108175164372	0	0	0	0	0	0	0	0	0	0	0	0.0296217305014959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_6027	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_6027	0	0.00976228828037292	0	0	0	0.00867653863951874	0	0.00652585325531313	0	0.0109959158027019	0	0	0.0232396002788752	0	0.0223129998970169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_3146	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_3146	0	0.0219651486308391	0	0.00786142920782998	0	0	0	0.0217528441843771	0	0	0	0.00669590545381499	0.0497991434547326	0.00605766900896535	0	0.0110372230346845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4131	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_4131	0	0.0536925855420511	0	0	0	0.011568718186025	0	0.015226990929064	0	0	0	0	0	0.0121153380179307	0.0120146922522399	0	0	0	0	0	0	0	0	0	0.0151432551941365	0	0	0	0	0.0372162262746558	0	0	0	0	0	0	0	0	0	0	0.00436795666986984	0.0177730383008975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4873	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_4873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0439357659102392	0	0	0	0	0.00829462508294625	0	0	0	0	0.0476313334788735	0.0383456587236374	0	0	0	0	0	0	0	0	0.0325839035516455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_1929	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_1929	0	0	0	0	0	0.00578435909301249	0	0	0.191780330865879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0186081131373279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0248978621790156	0.0293265882180432	0	0	0	0.00294137832988538	0	0.00908795845504706	0.00558509449979894	0	0.0577453890306859	0.0580193639627226	0	0.0109769484083425	0	0	Non-core
ASV_3773	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_3773	0	0	0	0	0	0	0	0	0	0	0	0	0.0298794860728395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4306	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_4306	0	0.0146434324205594	0	0.0262047640260999	0	0	0	0	0.0896169770401305	0	0.0349537534953753	0	0.00663988579396434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_2628	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_2628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0246601522764403	0	0	0.054919707387799	0	0	0.0424011145435823	0	0.011059500110595	0	0	0.0124054087582186	0	0.117093694802231	0.104081073678444	0	0	0	0	0	0	0	0.00873591333973967	0	0	0	0	0	0.0166792240134814	0	0	0	0	0	0.0194628260023355	0	0.00482164726757249	0	0	0	0.0104583366015635	0.00214520921152835	0	0	0.0107015457788347	0.00389483933787731	0.00446807559983915	0.0057822686731139	0	0	0.00825116547712364	0.023522032303591	0.0106260246523772	0	Soil associated
ASV_4952	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_4952	0	0.00976228828037292	0	0	0	0	0	0	0	0	0	0	0	0.0302883450448267	0.0240293845044798	0.0275930575867112	0	0	0	0	0	0	0	0	0	0	0	0	0.00841850049669153	0.0155067609477732	0	0	0	0	0	0	0	0	0	0	0	0.0266595574513463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4995	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_4995	0	0.0195245765607458	0	0	0.0177236877086226	0	0	0	0.0519778466832757	0	0.00537750053775005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_2792	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_2792	0	0.0219651486308391	0	0	0	0	0	0	0.0985786747441435	0	0.0322650032265003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00620270437910929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0182370028788412	0.00347950138745118	0.00486570650058388	0	0	0	0	0	0.0339895939550814	0.0171616736922268	0.0078485894963448	0	0	0	0	0	0	0	0.0261286906775582	0	0.00759001760884085	0.0104445914423981	Non-core
ASV_2085	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_2085	0	0.0658954458925172	0	0.01310238201305	0.132927657814669	0.0260296159185562	0	0.00870113767375084	0.0376391303568548	0	0.0188212518821252	0	0.0398393147637861	0	0	0.0331116691040534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00434937673431397	0.00681198910081744	0	0	0	0	0	0.0143802128271498	0.00321781381729253	0.0145759519217832	0	0.00951248513674197	0.00519311911716975	0.0089361511996783	0	0	0	0.0426310216318055	0.0172494903559668	0.0561661303054223	0.0243707133655955	Soil associated
ASV_681	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		ASV_681	0	0	0	0	0.0649868549316161	0.0433826931975937	0	0.00870113767375084	0.0806552793361174	0	0	0.0385014563594362	0.07635868663059	0	0	0.0993350073121603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0299596425990871	0	0.0300768326360977	0	0	0.00834184897082438	0	0	0	0.0140832447795972	0	0	0.00393572953666624	0.00747689352328477	0.0480251011195185	0	0	0.0950929435825289	0	0	0	0	0.0474469046543154	0.0113172100813707	0	0.0588281433837948	0.0332507427786895	0.0235457684890344	0	0.0118906064209275	0.0259655955858487	0	0.0650505225725313	0.0415766801020938	0.0229659982352443	0.0357550504008691	0.0486122000940881	0.071346165523104	0.00348153048079936	Soil associated
